      1 5	l'	org product geoloc person O
      1 1	vert	O
      1 1	vertèbres	O
      1 1	vers	O
      1 1	version	O
      1 1	verser	O
      1 1	versants	O
      1 1	Versailles	geoloc
      1 1	verra	O
      1 1	Verlon	person
      1 1	verlan	O
      1 1	vérité	O
      1 1	véritables	O
      1 1	véritable	O
      1 1	véritablement	O
      1 1	vérifier	O
      1 1	vérifié	O
      1 1	vérification	O
      1 1	verglas	O
      1 1	verglaçant	O
      1 1	verdict	O
      1 1	verbe	O
      1 1	ve	O
      1 1	Venus	person
      1 1	venus	O
      1 1	venu	O
      1 1	venue	O
      1 1	vents	O
      1 1	vent	O
      1 1	ventes	O
      1 1	venir	O
      1 1	venger	O
      1 1	Vénézuela	geoloc
      1 1	venez	O
      1 1	vendus	O
      1 1	vendre	O
      1 1	vendredis	O
      1 1	vendredi	O
      1 1	vend	O
      1 1	vendent	O
      1 1	Vendée	geoloc
      1 1	venant	O
      1 1	venait	O
      1 1	vélo	O
      1 1	Vélodrome	geoloc
      1 1	veiller	O
      1 1	veille	O
      1 1	véhicules	O
      1 1	véhicule	O
      1 1	vedette	O
      1 1	vécu	O
      1 1	Vauzelle	person
      1 1	vaut	O
      1 1	va_tout	O
      1 1	vaste	O
      1 1	Vassili	person
      1 1	vas	O
      1 1	varois	O
      1 1	varieront	O
      1 1	variable	O
      1 1	Var	geoloc
      1 1	va	O
      1 1	Van	person
      1 1	Vannier	person
      1 1	vanille	O
      1 1	Vanhems	person
      1 1	Vandenbroucke	person
      1 1	Valls	person
      1 1	vallées	O
      1 1	vallée	geoloc
      1 1	validé	O
      1 1	valeurs	O
      1 1	valeur	O
      1 1	Valéry	person
      1 1	Valence	geoloc
      1 1	valait	O
      1 1	valable	O
      1 1	vais	O
      1 1	vainqueur	O
      1 1	vain	O
      1 1	Vaillant	product
      1 1	vagues	O
      1 1	vague	O
      1 1	vacances	O
      1 1	utilité	O
      1 1	utilisés	O
      1 1	utiliser	O
      1 1	utilisé	O
      1 1	utilise	O
      1 1	utilisation	O
      1 1	utile	O
      1 1	usurpation	O
      1 1	usure	O
      1 1	US	org
      1 1	usines	O
      1 1	usine	O
      1 1	user	O
      1 1	usage	O
      1 1	Urosevac	geoloc
      1 1	urnes	O
      1 1	urgent	O
      1 1	urbanisme	O
      1 1	u	O
      1 1	uns	O
      1 1	un_peu_plus	O
      1 1	un_peu_plus_d'	O
      1 1	un_peu_plus_de	O
      1 1	un_peu	O
      1 1	un_peu_d'	O
      1 1	un_peu_de	O
      1 1	un_petit_peu	O
      1 1	un_petit_peu_de	O
      1 1	univers	O
      1 1	universités	O
      1 1	universels	O
      1 1	universel	O
      1 1	universelles	O
      1 1	universalité	O
      1 1	unités	O
      1 1	unitaire	O
      1 1	unisienne	O
      1 1	uniques	O
      1 1	unique	O
      1 1	uniquement	O
      1 1	union	O
      1 1	uni	O
      1 1	unilatérale	O
      1 1	uniformes	O
      1 1	unifié	O
      1 1	unifiée	O
      1 1	unième	O
      1 1	une_partie_du	O
      1 1	une_partie_des	O
      1 1	une_partie_de	O
      1 1	une	O
      1 1	une_fois	O
      1 1	une_fois_de_plus	O
      1 1	Unedic	org
      1 1	une_centaine_de	O
      1 1	unanime	O
      1 1	UMP	org
      1 1	UMA	org
      1 1	ultimes	O
      1 1	ultime	O
      1 1	ultimatum	O
      1 1	UGTA	org
      1 1	UEFA	org
      1 1	UCK	org
      1 1	types	O
      1 1	type	O
      1 1	Tutsis	O
      1 1	tutsi	O
      1 1	tutelle	O
      1 1	Turin	geoloc
      1 1	Turf	org
      1 1	ture	O
      1 1	turcs	O
      1 1	turc	O
      1 1	tu	O
      1 1	tunnels	O
      1 1	tunisiens	O
      1 1	tunisien	O
      1 1	tunisienne	O
      1 1	tués	O
      1 1	tuer	O
      1 1	tué	O
      1 1	tue	O
      1 1	tuées	O
      1 1	trusté	O
      1 1	truffe	O
      1 1	trucs	O
      1 1	trouvez	O
      1 1	trouver	O
      1 1	trouvé	O
      1 1	trouve	O
      1 1	trouvent	O
      1 1	trouvaient	O
      1 1	troupes	O
      1 1	trou	O
      1 1	trop	O
      1 1	trophée	O
      1 1	tromper	O
      1 1	trompé	O
      1 1	trois_quarts	O
      1 1	troisième	O
      1 1	trivial	O
      1 1	triste	O
      1 1	trimestre	O
      1 1	tricolores	O
      1 1	tricolore	O
      1 1	Trichet	person
      1 1	Tribune	org
      1 1	tribune	O
      1 1	trêve	O
      1 1	très_souvent	O
      1 1	très_peu	O
      1 1	trésor	O
      1 1	trésorerie	O
      1 1	très	O
      1 1	très_mal	O
      1 1	très_bien	O
      1 1	tre	O
      1 1	trentaine	O
      1 1	tremble	O
      1 1	tremblements	O
      1 1	tremblement	O
      1 1	traverse	O
      1 1	traversée	O
      1 1	travaux	O
      1 1	travail	O
      1 1	travaillons	O
      1 1	travaillistes	O
      1 1	travailliste	O
      1 1	travailleurs	O
      1 1	travailleur	O
      1 1	travaillé	O
      1 1	travaille	O
      1 1	travaillent	O
      1 1	travaillaient	O
      1 1	transports	O
      1 1	transporter	O
      1 1	transportent	O
      1 1	transparence	O
      1 1	transmis	O
      1 1	transmettent	O
      1 1	transition	O
      1 1	transformer	O
      1 1	transferts	O
      1 1	transfert	O
      1 1	transculturelles	O
      1 1	tranquillité	O
      1 1	tranquille	O
      1 1	tranche	O
      1 1	traiter	O
      1 1	traite	O
      1 1	traitement	O
      1 1	trains	O
      1 1	train	O
      1 1	trahissez	O
      1 1	tragique	O
      1 1	trafic	O
      1 1	traduit	O
      1 1	traduire	O
      1 1	traducteurs	O
      1 1	traditions	O
      1 1	tradition	O
      1 1	traditionnels	O
      1 1	traditionnel	O
      1 1	traditionnelle	O
      1 1	traditionnellement	O
      1 1	traditionalistes	O
      1 1	tracteurs	O
      1 1	tractations	O
      1 1	traces	O
      1 1	tout_petits	O
      1 1	tout_petit	O
      1 1	tout	O
      1 1	tout_le	O
      1 1	toutes	O
      1 1	toutes_les	O
      1 1	toute	O
      1 1	toutefois	O
      1 1	tout_de_suite	O
      1 1	tout_d'abord	O
      1 1	tout_ça	O
      1 1	tout_bonnement	O
      1 1	tout_au_long_de	O
      1 1	tout_à_l'heure	O
      1 1	tout_à_fait	O
      1 1	tous_les	O
      1 1	tour	O
      1 1	tournure	O
      1 1	tournois	O
      1 1	tournoi	O
      1 1	tournés	O
      1 1	tourner	O
      1 1	tourné	O
      1 1	tourne	O
      1 1	tournée	O
      1 1	tournant	O
      1 1	tourmente	O
      1 1	touristes	O
      1 1	tourisme	O
      1 1	Touraine	geoloc
      1 1	toulousaine	O
      1 1	Toulon	geoloc
      1 1	toujours	O
      1 1	touchés	O
      1 1	toucher	O
      1 1	touché	O
      1 1	touche	O
      1 1	touchent	O
      1 1	touchées	O
      1 1	touchée	O
      1 1	touchant	O
      1 1	tôt	O
      1 1	total	O
      1 1	totalité	O
      1 1	totale	O
      1 1	totalement	O
      1 1	tort	O
      1 1	top	O
      1 1	Tony	person
      1 1	Tony_Blair	person
      1 1	ton	O
      1 1	t_on	O
      1 1	tonnes	O
      1 1	Tonino	person
      1 1	tonalité	O
      1 1	Tommy	person
      1 1	tomber	O
      1 1	tombé	O
      1 1	tombe	O
      1 1	tombée	O
      1 1	tôles	O
      1 1	tolérance	O
      1 1	Tokyo	geoloc
      1 1	toi	O
      1 1	toile	O
      1 1	t'	O
      1 1	Tivolle	person
      1 1	titres	O
      1 1	titre	O
      1 1	tissu	O
      1 1	tirs	O
      1 1	tir	O
      1 1	tireront	O
      1 1	tirer	O
      1 1	tiré	O
      1 1	tire	O
      1 1	tirent	O
      1 1	Tiphaine	person
      1 1	tion	O
      1 1	Tintin	org
      1 1	Tindouf	geoloc
      1 1	timide	O
      1 1	t_il	O
      1 1	Tikriti	person
      1 1	tiers	O
      1 1	tiers_monde	O
      1 1	tient	O
      1 1	tiens	O
      1 1	tiennent	O
      1 1	tiendront	O
      1 1	tiendra	O
      1 1	ticket	O
      1 1	Tiberi	person
      1 1	Thomas	person
      1 1	thèse	O
      1 1	thermomètres	O
      1 1	thermomètre	O
      1 1	thérapeutiques	O
      1 1	The	product
      1 1	the	product
      1 1	théorie	O
      1 1	théologie	O
      1 1	thé	O
      1 1	thèmes	O
      1 1	thème	O
      1 1	théâtral	O
      1 1	Thaïlandais	O
      1 1	TF1	org
      1 1	tf1	geoloc
      1 1	textes	O
      1 1	texte	O
      1 1	tétraplégique	O
      1 1	têtes	O
      1 1	Tête	org
      1 1	test	O
      1 1	tester	O
      1 1	terroristes	O
      1 1	terroriste	O
      1 1	terrorisme	O
      1 1	territoriaux	O
      1 1	territoriales	O
      1 1	territoriale	O
      1 1	territoires	O
      1 1	territoire	O
      1 1	terribles	O
      1 1	terrible	O
      1 1	terreur	O
      1 1	terrestre	O
      1 1	terres	O
      1 1	terre	O
      1 1	terrains	O
      1 1	terrain	O
      1 1	terminer	O
      1 1	terminé	O
      1 1	termine	O
      1 1	terminée	O
      1 1	terminal	O
      1 1	termes	O
      1 1	te	O
      1 1	tenu	O
      1 1	tenues	O
      1 1	tenue	O
      1 1	tentes	O
      1 1	tenter	O
      1 1	tenté	O
      1 1	tente	O
      1 1	tentent	O
      1 1	tentative	O
      1 1	tensions	O
      1 1	tension	O
      1 1	tenons	O
      1 1	tennis	O
      1 1	tenir	O
      1 1	tendue	O
      1 1	tendances	O
      1 1	tendance	O
      1 1	tenant	O
      1 1	tenait	O
      1 1	tenaient	O
      1 1	tenaces	O
      1 1	temporaire	O
      1 1	tempête	O
      1 1	températures	O
      1 1	témoins	O
      1 1	témoin	O
      1 1	témoigne	O
      1 1	témoignages	O
      1 1	témoignage	O
      1 1	Témara	geoloc
      1 1	tels	O
      1 1	tel	O
      1 1	telles	O
      1 1	telle	O
      1 1	t_elle	O
      1 1	tellement	O
      1 1	télévisé	O
      1 1	téléspectateurs	O
      1 1	télés	O
      1 1	télescopage	O
      1 1	téléphonie	O
      1 1	téléphones	O
      1 1	télé	O
      1 1	Tel_Aviv	geoloc
      1 1	Tejan	person
      1 1	techno	O
      1 1	technologiques	O
      1 1	technologies	O
      1 1	technocrates	O
      1 1	technique	O
      1 1	techniquement	O
      1 1	techniciens	O
      1 1	Tayyip	person
      1 1	Taylor	person
      1 1	taux	O
      1 1	tas	O
      1 1	tarifs	O
      1 1	tard	O
      1 1	tardive	O
      1 1	tardé	O
      1 1	Tarbes	geoloc
      1 1	tape	O
      1 1	Taouss	person
      1 1	Taoufik	person
      1 1	Taormina	geoloc
      1 1	ta	O
      1 1	Tanzanie	geoloc
      1 1	tant_que	O
      1 1	tantôt	O
      1 1	tant	O
      1 1	Tansift	org
      1 1	Tan	geoloc
      1 1	tandis_qu'	O
      1 1	tandis_que	O
      1 1	Talbott	person
      1 1	Talamoni	person
      1 1	Takriti	person
      1 1	Taïwanais	O
      1 1	taire	O
      1 1	taille	O
      1 1	taillée	O
      1 1	Taïb	person
      1 1	tâches	O
      1 1	tâche	O
      1 1	tabou	O
      1 1	table	O
      1 1	tableaux	O
      1 1	tableau	O
      1 1	Taberna	person
      1 1	tabac	O
      1 1	System	O
      1 1	Systèmes	org
      1 1	systèmes	O
      1 1	système	O
      1 1	systématique	O
      1 1	systématiquement	O
      1 1	syrien	O
      1 1	synonyme	O
      1 1	synergie	org
      1 1	syndicaux	O
      1 1	syndical	O
      1 1	syndicalistes	O
      1 1	syndicales	O
      1 1	syndicale	O
      1 1	symphonie	O
      1 1	sympa	O
      1 1	symbolique	O
      1 1	symbole	O
      1 1	Sylvie	person
      1 1	Sylvain	person
      1 1	suspens	O
      1 1	suspension	O
      1 1	suspense	O
      1 1	suspendus	O
      1 1	suspendu	O
      1 1	suspendues	O
      1 1	suspendue	O
      1 1	suspendre	O
      1 1	suspects	O
      1 1	suspect	O
      1 1	suscite	O
      1 1	suscitent	O
      1 1	susceptibles	O
      1 1	survivants	O
      1 1	surveillance	O
      1 1	surtout_qu'	O
      1 1	surtout_que	O
      1 1	surtout	O
      1 1	sursis	O
      1 1	surréaliste	O
      1 1	surprises	O
      1 1	surprise	O
      1 1	sûr	O
      1 1	sur_le_plan_du	O
      1 1	sur_le_plan_d'	O
      1 1	sur_le_plan_de	O
      1 1	sûre	O
      1 1	sûrement	O
      1 1	suprême	O
      1 1	supprimer	O
      1 1	supprimé	O
      1 1	suppression	O
      1 1	supporters	O
      1 1	supplémentaires	O
      1 1	supplémentaire	O
      1 1	superviser	O
      1 1	supervisé	O
      1 1	Superman	person
      1 1	supérieurs	O
      1 1	supérieur	O
      1 1	superficie	O
      1 1	su	O
      1 1	sujets	O
      1 1	sujet	O
      1 1	suivre	O
      1 1	suivis	O
      1 1	suivi	O
      1 1	suivie	O
      1 1	suivez	O
      1 1	suivent	O
      1 1	suivants	O
      1 1	suivant	O
      1 1	suivante	O
      1 1	suit	O
      1 1	suites	O
      1 1	suite	O
      1 1	suite_à	O
      1 1	Suisses	O
      1 1	suis	O
      1 1	suis_je	O
      1 1	suicide	O
      1 1	suffrages	O
      1 1	suffrage	O
      1 1	suffit	O
      1 1	suffisamment	O
      1 1	suffisait	O
      1 1	suffiront	O
      1 1	Suédois	O
      1 1	Suède	geoloc
      1 1	Sud_Rail	org
      1 1	sud_ouest	O
      1 1	Sud_Ouest	geoloc
      1 1	sud_est	O
      1 1	sucre	O
      1 1	successives	O
      1 1	succession	O
      1 1	successif	O
      1 1	successeur	O
      1 1	succès	O
      1 1	succéder	O
      1 1	substance	O
      1 1	subordonnés	O
      1 1	sub	O
      1 1	subi	O
      1 1	styliste	O
      1 1	style	O
      1 1	studio	O
      1 1	structures	O
      1 1	structure	O
      1 1	Strobe	person
      1 1	strictement	O
      1 1	stress	O
      1 1	stratégiques	O
      1 1	stratégique	O
      1 1	stratégie	O
      1 1	Strasbourg	geoloc
      1 1	stock	O
      1 1	stipule	O
      1 1	stérile	O
      1 1	step	product
      1 1	Stéphane	person
      1 1	steelpan	product
      1 1	steelbands	O
      1 1	statuts	O
      1 1	statut	O
      1 1	statu_quo	O
      1 1	statue	O
      1 1	statuait	O
      1 1	statistiques	O
      1 1	stations	O
      1 1	Stassinet	person
      1 1	stars	O
      1 1	Star	O
      1 1	star	O
      1 1	Staps	org
      1 1	Stanislas	person
      1 1	standard	O
      1 1	stades	O
      1 1	Stade	geoloc
      1 1	stable	O
      1 1	stabilité	O
      1 1	stabilisation	O
      1 1	Staatsoper	geoloc
      1 1	Sri_Lanka	geoloc
      1 1	Srichaphan	person
      1 1	SRAS	O
      1 1	sportifs	O
      1 1	spirituels	O
      1 1	sphère	O
      1 1	spectre	O
      1 1	spectateurs	O
      1 1	spectateur	O
      1 1	spectaculaires	O
      1 1	spectaculaire	O
      1 1	spectacles	O
      1 1	spectacle	O
      1 1	spécifiques	O
      1 1	spécial	O
      1 1	spécialistes	O
      1 1	spécialiste	O
      1 1	spécialisés	O
      1 1	spécialisé	O
      1 1	spécialisées	O
      1 1	spéciales	O
      1 1	spéciale	O
      1 1	spécialement	O
      1 1	Spadea	person
      1 1	soyez	O
      1 1	souvient	O
      1 1	souviennent	O
      1 1	souverains	O
      1 1	souverain	O
      1 1	souveraineté	O
      1 1	souvent	O
      1 1	souvenirs	O
      1 1	souvenir	O
      1 1	souvenez	O
      1 1	soutien	O
      1 1	soutiennent	O
      1 1	soutenu	O
      1 1	soutenir	O
      1 1	soustraire	O
      1 1	sous_titre	O
      1 1	Souss	geoloc
      1 1	Sousse	geoloc
      1 1	sous	O
      1 1	sous_estimé	O
      1 1	sourire	O
      1 1	sources	O
      1 1	source	O
      1 1	souple	O
      1 1	soupçonné	O
      1 1	soupçonnent	O
      1 1	soumission	O
      1 1	soumis	O
      1 1	soumettre	O
      1 1	souligner	O
      1 1	souligné	O
      1 1	souligne	O
      1 1	soulignant	O
      1 1	soulevé	O
      1 1	soulagement	O
      1 1	souhait	O
      1 1	souhaitez	O
      1 1	souhaiter	O
      1 1	souhaité	O
      1 1	souhaite	O
      1 1	souhaitent	O
      1 1	souhaitant	O
      1 1	souhaitaient	O
      1 1	Soufiane	person
      1 1	souffrir	O
      1 1	souffre	O
      1 1	souffrent	O
      1 1	souffrances	O
      1 1	souffrance	O
      1 1	soufflera	O
      1 1	souffle	O
      1 1	souffert	O
      1 1	souder	O
      1 1	Soudan	geoloc
      1 1	soucis	O
      1 1	souci	O
      1 1	sort	O
      1 1	sortis	O
      1 1	sortir	O
      1 1	sorti	O
      1 1	sorties	O
      1 1	sortie	O
      1 1	sorte	O
      1 1	sortant	O
      1 1	sortais	O
      1 1	Sorbonne	geoloc
      1 1	Sophie	person
      1 1	sont	O
      1 1	sonorité	O
      1 1	sonore	O
      1 1	sonneries	O
      1 1	sonnerie	O
      1 1	sonne	org
      1 1	sondages	O
      1 1	sondage	O
      1 1	sommet	O
      1 1	sommes	O
      1 1	somme	O
      1 1	sommeil	O
      1 1	sommaire	O
      1 1	solutions	O
      1 1	solution	O
      1 1	sol	O
      1 1	solliciter	O
      1 1	solide	O
      1 1	solidaire	O
      1 1	soleil	O
      1 1	soldats	O
      1 1	soja	O
      1 1	soit	O
      1 1	Soissons	person
      1 1	Soir	org
      1 1	soirée	O
      1 1	soins	O
      1 1	soin	O
      1 1	soignés	O
      1 1	soigner	O
      1 1	soie	O
      1 1	soient	O
      1 1	soeurs	O
      1 1	soeur	O
      1 1	Sodbury	person
      1 1	sociologue	O
      1 1	socio_économiques	O
      1 1	sociétés	O
      1 1	Société	org
      1 1	sociaux	O
      1 1	social	O
      1 1	socialistes	O
      1 1	sociales	O
      1 1	s'	O
      1 1	SNCF	org
      1 1	slogans	O
      1 1	ski	O
      1 1	skier	O
      1 1	Sjeng	person
      1 1	sixième	O
      1 1	situerai	O
      1 1	situé	O
      1 1	situe	O
      1 1	située	O
      1 1	situations	O
      1 1	sites	O
      1 1	sirènes	O
      1 1	si	O
      1 1	Sintra	geoloc
      1 1	sinon	O
      1 1	sinistrée	O
      1 1	Singapour	geoloc
      1 1	Sinclair	person
      1 1	simultanément	O
      1 1	simplifier	O
      1 1	simples	O
      1 1	simple	O
      1 1	simplement	O
      1 1	Simonet	person
      1 1	similaire	O
      1 1	silencieuse	O
      1 1	signifie	O
      1 1	significatifs	O
      1 1	signés	O
      1 1	signes	O
      1 1	signer	O
      1 1	signé	O
      1 1	signe	O
      1 1	signent	O
      1 1	signée	O
